title,text,rating,sentiment,review_year
Through history of the annus horribillus that was 2020 thanks to Trump,I highly recommend this book to understand Trump’s impacts on 2020.  Not just Covid19 but the events that led to insurrection of 6 January 2021.  Not just Trump’s side but the patriotic resistance to Trump’s darkest impulses by so many from General Milley to Chris Christie to more.,5.0,1,2021
"Review of audiobook version of fun, G-rated, New Adult, ""best friend’s brother,"" romantic comedy","Abby and Zane are both 23 and have known each other for years, because he is the twin of Zoey, her BFF and roommate since university. Though Abby has had a crush on handsome Zane for years, she has never done anything about it because she doesn’t want to risk her friendship with Zoey. But when Zane hires Abby, who is a computer-programmer whiz, to fix a glitch with his startup’s software, she begins to develop far stronger romantic feelings for Zane than she can continue to resist. Especially when he seems equally attracted to her.<br /><br />This is a really fun, fast-paced, New Adult (NA) romance novel. It is billed as a romantic comedy, and it does have a lot of humorous moments, but it also has an entertaining, light-drama subplot of a mystery to be solved as to who is sabotaging Zane’s startup.<br /><br />It is quite enjoyable to experience an author who writes a G-rated, NA romance without the crudely detailed sex scenes that tend to overwhelm the romance in typical NA romance novels. In addition, there are no drunken parties, no drugs, no smoking, and no foul language.<br /><br />I’m a very jaded romance reader, and these days, more often than not, I tend to skim big sections of romance novels. Not so with this book. I was fully engaged all the way through and read every word. Abby and Zane are sympathetic, compelling characters, and though there is no more than kissing in this book, there is plenty of emotional and sexual chemistry between them. I fully believed they are made for each other and deserve their well-motivated HEA.<br /><br />In addition to reading the Kindle version of this book when it was first released, I recently had the chance to enjoy the newly released audiobook version of this novel. It is narrated by two very skilled voice talents, Melie Williams and Kevin Eiger. Both narrators do a great job portraying male and female characters of all ages, and I really enjoyed the convincing job they both did acting out the parts of all the characters.<br /><br />It is a true test of the quality of a novel if it can stand up to the glaring spotlight of being performed by a voice artist. When a novel is experienced being read silently to oneself at 350-450 words per minute, many problematic issues can slide by unnoticed. This is not the case when listening to a book narrated at 80-85 words per minute. In that situation, every flaw in a story stands out. I am happy to report that this adorable novel passes the audio test with flying colors, making this recording a keeper for me, which I will be happy to listen to many more times in the future.<br /><br />Highly recommended!<br /><br />I rate this book as follows:<br /><br />Heroine: 5 stars<br />Hero: 5 stars<br />Subcharacters: 5stars<br />Romance Plot: 5 stars<br />Hacker Mystery Plot: 5 stars<br />Writing: 5 stars<br />Audiobook Narration: 5 stars<br />Overall: 5 stars",5.0,1,2021
Avoid any cookbooks by this author,"SL Watson has a large number of cookbooks here in Amazon that sell for just a few dollars each. I made the mistake of buying a few of them and now I write this review to try and save you from my mistake. These books have no pictures at all inside and after looking at a handful of recipes I understand why. The author seems to just be packing these books with any and every crappy recipe and likely without ever trying them. I’ll give you a for instance. There is a shrimp fried rice recipe in this book that calls for you to start with precooked shrimp and then cook the shrimp for 8 more minutes at medium heat. You can cook frozen raw shrimp in half that time. If you cook already cooked shrimp 8 more minutes you are going to wind up with tough rubbery garbage. SL Watson then riffs on fried rice with a series of other fried rice recipes. The “Chinese fried rice” which includes only 7 ingredients: meat, oil, mushrooms, rice, green onions, eggs and soy sauce. Now these ingredients might be common in “Chinese fried rice” but anyone who has had great Chinese fried rice knows you want to include much more than this. Sesame oil, yellow onion, bean sprouts, oyster sauce, garlic, peas, carrots...just a host of possibilities to make rice better. The bottom line is this: no matter how cheap these cookbooks are they aren’t worth it. These are uninspired, likely untested recipes from an author that is churning out low quality cookbooks at a high pace (just look at the poor white balance on the cover photos). You will find vastly superior recipes online complete with videos, user ratings, and tips from people who have actually tried the recipes for FREE. And don’t get me wrong, I love buying cookbooks, I have well over 700 on my kindle alone. But the thing is you only want to buy them from people who are selling genuine trusted recipes and who can teach you how to improve your cooking. By comparison if you buy SL Watson’s cookbooks and if that’s all you ever tried you might get the idea that nothing you cook will ever be good because it all comes out garbage. The problem wouldn’t be you though, it would be these recipes. Overall these cookbooks come across as shameful attempts to make money from nothing. Avoid them.<br /><br />Edited to add: she publishes this legal disclaimer at the beginning of the book “ The author accepts no responsibility and gives no warranty for any damages or loss of any kind that might be incurred by the reader or user due to actions resulting from the use of the information in this book.” I’m telling you this author is a straight up scammer.",1.0,0,2021
Daniel did it again!,This book grabs you right from the beginning and doesn't let you go until you are done and thrusting for the next one.<br />I have done something I haven't done since I was a kid. I finished the book in one day.,5.0,1,2021
BEFORE YOU BUY you should know this one fact,This guy claims to get his insight into medicine by talking with a ghost. If you are good with that then go ahead and purchase. If you want anything supported by science you should look elsewhere. It comes down to who you want to pick up when you make a 911 call. If you want a medical professional then avoid this book. If you dial 911 hoping to speak with Miss Cleo or some other psychic then this is for you.,1.0,0,2021
"Loved this friends to lovers, sports romance set in England & Scotland!","5/5 stars<br /><br />I absolutely loved this gem of a story! I can't remember the last time the characters felt so real in a story. Mac, a Scottish football player in England, and Freya, a curvy virgin seamstress, were so good together and believable as friends and then as lovers. I really enjoyed the bickering and banter that just highlighted their amazing chemistry on page. I laughed out loud on several occasions and a few due to Freya's cat Hercules. I loved the 'love coach' aspect of this story as well that starts with Mac giving dating advice to Freya and then evolves into something more. This beautiful romance also has the best virgin sex scene I've ever read! It was sweet, sexy, funny and real. Every moment and steamy scene between these two characters was beautiful to read and I can't wait to re-read this story. This was my first romance by this author, but it definitely won't be the last!",5.0,1,2021
Good biblical encouragement to be your unique self God designed,"Why do we try to be like other people, Meyer asks, when there is so much value in our uniqueness? She suggests it is because we fear others will not accept us. She encourages us to believe that God made each of us with unique traits and abilities and that one aspect of the freedom Jesus came to offer us is the freedom to be and enjoy who we are.<br /><br />Unlike many other books on being authentic, Meyer grounds her teaching in the Bible. She establishes the foundation that God loves us. We need to learn to love ourselves. That doesn't mean we love everything we do but we love who we are in Christ. It is the answer to our desire for approval. And in case we have difficulty accepting God's love for us, there is an Appendix with confirming Scriptures.<br /><br />Meyer helps us understand who we are in Christ and helps us avoid the trap of focusing on what other people think. She gives practical suggestions for developing a new mindset and overcoming fear, helps us understand we are to aim to please God, not people, and much more.<br /><br />The teaching from Meyer that had the most impact on me was that I can be guided by God. God has gifted me to fit into His perfect plan. I cannot let other people tell me what to do with my life. And even if I miss it, God will find me and lead me on.<br /><br />This book is grounded in biblical truth and is a great one for people who want to accept their uniqueness, be the person God wants them to be, and have the courage to follow their heart. As Meyer says, you owe it to yourself to be the best version you can be of yourself.<br /><br />I received a complimentary egalley of this book from the publisher. My comments are an independent and honest review.",5.0,1,2021
Great insight,This book really dives into the facts of what's going on now and how we got here. I'm a California native and what's been going on has baffled and disturbed me greatly. I live in Southern California and Los Angeles is suffering many of the same ailments as San Francisco. I used to take the train downtown but it's not walkable any longer. Michael has some excellent information and suggestions. There is much food for thought in this book. I recommended it highly if you feel puzzled about what is happening in a progressive state like California.,5.0,1,2021
Great introduction to a fascinating historical character.,"Not sure how The Flower Boat Girl showed up in my search for an ebook copy of War and Peace so I could make my umpteenth attempt to read Tolstoy’s work, but I am so very glad it did. I’d never heard of Zheng Yi Sao, aka Ching Shih, (Shek Yang, later Cheng Yat Sou in the book because author Larry Feign uses the Cantonese versions of her names rather than the transliterated Mandarin which is standard in the West)  but she was sold into prostitution, captured by pirates, forced to marry one, yet became the most successful and powerful pirate who ever lived. No, seriously: Blackbeard, Captain Kid, Sir Henry Morgan… rank amateurs compared to Madam Cheng. This book covers the time of her capture and first, forced, marriage to pirate captain Zheng Yi (Cheng Yat).<br /><br />Feign, who has lived in Hong Kong for years does an excellent job of bringing her story to vivid life with evocative prose and a lively narrative style. He’s done his research and seamlessly creates the world of the pirates of the South China seas in the opening years of the nineteenth century in which to immerse his readers. The novel hits the ground running, opening with the raid in which Shek Yang is captured. She is no wilting maiden or damsel in distress: she’s a scrappy fighter which attracts Cheng Yat’s interest, and has him instantly declare he’s taking her to wife. The fact that she’s beautiful doesn’t hurt. More importantly, she’s also very smart, and something of a visionary. She’s not thrilled with this marriage, but does come to terms with it and develops some affection for her husband. Better: their relationship develops into a partnership of mutual respect. Not without its arguments and rough spots, but still. By the end of it all, she has made her husband a rich man, and supreme commander of a federation of pirate fleets.<br /><br />I enjoyed The Flower Boat Girl a lot. As soon as I finished it, I signed up for the free copy of an omitted chapter. I eagerly await the sequel about the next years of Ching Shih’s life which, according to the histories I've searched out since buying this book, were even more exciting than the ones detailed here.",5.0,1,2021
"Too real to western readers, too fake to Chinese readers and people who know the real China","It is sad that literature can be very powerful in both positive and negative ways. When it is powerful in the wrong way, all of us pay a price for it. I welcome the ugly truth about our world artfully and honestly depicted in fiction, but disdain nitpicking some human pains and problems to paint them as a common life for a people and hint at the helplessness and evilness of the greater society.<br /><br />I can clearly see the writer's years of experiences as a western journalist (WSJ) based in China give her the materials for her stories. The problem is, western media have more or less always focused on the negative sides and problems of China, which is what she did, and by doing so she willingly or unwillingly misled the reader into a mindset of the western mainstream media. So, what do we learn from these stories? They boil down to all things negative - lack of freedom, repressive government, people being beaten by police, people wronged by the army/government/boss, and youngsters fight for freedom, etc. Oh, that hopeless feeling - sure, the roads and malls are fantastic but what is the point when they don't have freedom and human rights? Chinese people are wonderful people, we like them and feel for them. We just don't like the government and the system.<br /><br />Mind you, the government has the support of 90%+ of the people.<br /><br />The real China is quite different - it is vastly more complex, dynamic, and uplifting. Unfortunately we don't see from this collection of stories the uplifting part . Why is that important? Number one, that's the main trend and dominant theme in everyday Chinese lives. Number two, if all the books about China are like this book, then there will be more misconception of China amongst westerners and the ultimate price might be a nuclear war between the U.S. and China.<br /><br />The first story, Lulu, reminds me of the writer's limitation in her real-life experiences with everyday Chinese families. There are small details that are not believable. For example, in China people don't go out to buy flour and bean paste on the first day of Chinese New Year. They would have prepared everything before New Year's eve and spent the first few days of the new year visiting with relatives and friends or celebrating via endless meals and partes. There is always enough, or often too much, to eat during the CNY, so no need to go out to buy cooking materials.<br /><br />Another example is that the majority of Chinese netizens who use VPN to bypass China's Great Wall of internet are usually shocked by how biased, negative, and distorted western media's reporting on China is. As a result, they become a stronger supporter of the government of China if they were not one to begin with. Lulu using VPN to see more of the outside world and then turning into an staunch activist against the government is too unbelievable, and does not represent the reality.<br /><br />I don't deny that there are youngsters like Lulu in China. However, she is an odd one out; the young generations are nothing like her. Lulu might be one in a million, which does not automatically make her story worth-reading. Yes, everyone wants a more prosperous and free society, but they don't try to achieve that by rebelling and protesting. Instead, they try to change society for the better through hard work with real results. They think the country is in the right direction and the government has been doing the right thing for the most part in the last three to four decades. For people who have never been to China, they read this collection of stories and feel sorry for Chinese people's repressed lives and may even be inspired to do something for them. What do they do? They want to blame and change the CPC, which is counterproductive and dangerous when the government and the system is supported by 90% of the people.<br /><br />Let me leave you with what the protagonist said in Lulu, ""If this country were a vegetable, it would be a rotten, bitter melon."" Now you really feel sorry for Lulu and for the Chinese people, don't you? Don't be, because what you have read is only fiction. The real China is so different...",2.0,0,2021
Huge plot holes. Still a fun read,"I could have just loved this book for several reasons. It was pretty well executed, moves along at a nice pace and the story sort of defines ""summer beach read"". It's a interesting plot concept for sure. It's basically a fast read for a relaxed weekend. Unfortunately, the HUGE, glaring plot holes irritated me from the first chapter. And they got worse as the book rolled on.<br /><br />This adult woman is so useless that she doesn't understand that her dead husband's body has to picked up from the morgue??? Or a funeral home must be contacted. Nor does anyone know about survivor benefits for her minor child. Worse, this main character fails to even try to do these very basic things for herself. Then she allows her 16 year old child to dictate the future for them both with nary a second thought.<br /><br />Let's not ignore the fact that just 6 months after the death of the ""beloved"" husband, the main character is flouncing off with a new man. I just wanted to slap everyone in the book. Fortunately, I didn't waste money on this.",3.0,0,2021
Where would America be today had these warnings been heeded?,"The warnings from the Founders contained in this volume astound me for their vision that have been proven so correct hundreds of years later, and this just decades after forming this nation.<br /><br />These writings here are not for casual reading but to be read and re-read, highlighted and memorized.  I find myself yelling HA out loud as I read another nugget to my liking. Chapter 7 Tyranny was my favorite and sadly, true for these days.<br /><br />I like having all these quotes available in my arsenal for future reference.  My only negative and reason for my one star deduction is for the layout. I don't care for the Bible type verse numbers for each author and think they should be deleted. I would also have preferred that each writing be on a new line and then followed by the authors name.<br /><br />Sadly, the wisdom in this book has been around over two hundred years but has fallen on deaf ears. I wish for the America that was framed but with human nature being what it is, no one with power will voluntarily give it up for the good of our nation.  In a free society corruption is bound to breed by the selfish.  So here we sit reading these pages with heartache and frustration wishing the Founders Republic could have stayed the course.  I weep for my country but will fight to preserve our liberty until the day I die.<br /><br />PS<br />I would encourage you to read Our Sacred Honor by William Bennett. I found it had many more nuggets that this book but with it being much longer that was logical.  The writing of our founders are beautiful but difficult to comprehend since we don't read or write like that anymore.  After a while it's easier to understand but borders on being long winded compared to today.  Fortunately there is a comment written by Bennett preceding each letter.",4.0,1,2021
"More Dark and Less Abuse, Please","Let me say I had great hopes for this book. I read the blurb, I read the reviews, both good and bad. ""Dark"" to me means dub/con or non/con but written in a way that it is redeemable. BDSM means following the tenets of BDSM in a sex club. End of story.<br /><br />This book? Had none of the above. It did have abuse. It had public forcible sex and public humiliation.  And none of those things are defined as dark.  That's just abuse, plain and simple.  Since I've had this site refuse to post this review twice, I've had to clean it up, lol.<br /><br />The first 30% of the book had promise.  Then it fell apart at the wedding and honeymoon and never got it back. It was as if the author was saying, 'well she bit off more than she could chew and let me show you what will happen now.'  Despite the fact that it contained hot steam that is necessary for erotica, more than half of the book fell through.  If someone actually thinks that the actions in this book are performed in any sort of BDSM club, they are wrong. Yes, there are public scenes in BDSM clubs, but never without the knowledge and consent of the submissive, which this girl was NOT. You can't be a submissive if you never get a chance to refuse. You cannot be a submissive if you are never asked to consent. Someone needs to get a different view on things really fast, otherwise you are misleading readers into thinking that THIS is the BDSM lifestyle and it is not.<br /><br />The author first needs to try and redeem Soren because even to the end, he was a jerk. Then the other two need to get a backbone and stop following along behind his abusiveness, which they both acknowledge a dozen times in the book.  Then because there are people out there who are into public humiliation, public sexual activity, and other things that comprise a teensy corner of the BDSM community/alternative lifestyles, she needs to clearly define that abuse is non-consenting public humiliation, especially when the victim is crying her eyes out and will do anything to make it stop. I was truly wanting to strangle everyone in this book, both heroine and hero for the way she was treated, for no other reason than he was mad at someone else. WTG.<br /><br />The plot had a lot of potential. This could have been an MMF with lots and lots of fun goings on. Instead, it left a bad taste in my mouth and I hope the author is looking to re-write it.  Those of us who love dark know the differences and really want to have a book that goes dark and stays there, for a reason other than the H is ticked off and needs someone to take it out on.",2.0,0,2021
Unbelievably powerful stuff for my male gaze,"This book is a fun, incredibly well researched look at what drives our relationship problems, and provides a wealth of information on some possible solutions.<br /><br />This book showed up after looking through some books on parenting, and I was hooked by the title so I bought it for myself. I didn't know exactly what to expect, but our relationship was summed up pretty neatly right there on the front page.<br /><br />Folks, I could not put this book down for the life of me. My wife and I are going through a rough patch right now, and I saw a lot of our issues reflected back at me in here. There were some parts that really hurt to read, but sometimes I need to hear the hard truths. There were also many moments of ""hey, that thing she said good husbands do, I do that!""<br /><br />If you want a good book on relationships with some good parenting advice along the way, this is one for the ages.",5.0,1,2021
Excellent Book!!!,This is possibly the best book I have ever read. The suspense never stopped from page one. I literally could not put this book down. Excellent!!!,5.0,1,2021
Amazing,"So well written, so many truths about family & loss. Unexpectedly warm & loving too. Recommend it more than anything I've read lately.",5.0,1,2021
Do NOT get the audible. You'll regret it.,"I was told by another author he had to try out to read his own book for audible.  Clearly, this was not the case here and it should have been. The author has an unapproachable demeanor about her and her voice is very stoic, flat and bored sounding and absolutely horrific to listen to. I can't attest to the book because I couldn't stand listening to her one more second and returned the book. I hope the publisher has someone professional redo the audio. What I did get through sounded like all the rest of the self help genre in this area with the author trying to push her own ""spin"" on how things should be, in a very deadpan and annoying narration. Again, in didn't get far. Please listen to a sample before grabbing the audible you'll think us later. I say us because I'm not the only one that couldn't stand the sound of her voice. there's a very good reason why some authors do not read their own books. It's just not a good idea.<br /><br />***Update: I read a good majority of the Kindle after returning the audio book. The Kindle went back too. Why? This book is filled with other people's research basically copy and pasted. She gives credit but it's most of her book. What she's teaching people about their childhood is dangerous and what she's writing is complete junk in between all of the studies that have been done by respectable people in the industry. I think this book could be dangerous if in the wrong hands. She has a lot of social media followers that make up the majority of these reviews and her new holistic teaching as she calls it is just outright dangerous and manipulating. And what work is there to do there's a couple sentences here in each chapter. Her writing is bad The only decent writing between again is what I assume was copying and pasting studies and other people's quotes. If you need a self-help guide this isn't it. Go for better informed.",2.0,0,2021
I Draw the line at Demons,"I thought this was a book about a woman with the ability to communicate with animals and a carnival story set in the '30s (my favorite era and the like of carnival stories), but an evil demon that runs the carny... No, I like fiction, but not when it becomes too bizarre for enjoyment. I tried, I really did to read this further, but a demon that turns to smoke and destroys little children... That's not entertainment. Too horrific for me.",2.0,0,2021
Beautifully Written and Heartwarming,"When a storm passes it leaves a new day to walk into. A new chance to heal and start again.<br />This is a journey Rae and her family take together.<br />Rae needs to find a way to break through her own storm and find hope and a way to forgive.<br />Can Rae allow family and friends into her own storm to help her move on? Heal her heart and soul.<br />Christine  Nolfi has written a beautiful and heartwarming story of loss, healing, hope, love, grief, happiness and forgiveness.<br />The Passing Storm is a book you want to add to your TBR list.",5.0,1,2021
Not worth reading,Don't bother if you if you want an ending.  If you want an ending this book leaves you hanging !,1.0,0,2021
Fraud of Texas Exposed,Fairly based book setting the record straight on Texas and their biased and fraudulent history. About time.,5.0,1,2021
One of King's Best Novels,"I'm going to start of by saying that I think it's a real shame that the ""top"" (meaning having garnered the most ""helpful"" clicks by other reviewers) 4 reviews of BILLY  SUMMERS are all extremely short and strongly negative, criticizing, once again, the author's well known anti-Trump feelings. Many of the negative  ""reviewers"" state that they didn't even finish the novel, but quit reading and asked for a refund (That is a weird concept to me - I'd never consider returning a book because I didn't like it).  These are also highly misleading as ""top"" reviews, since in total, 1 and 2 star reviews comprise only 3% of the total, with 5 and 4 star reviews making up a remarkable 93% of over 11,300 reviews to date.  OK, enough of that.<br /><br />As is easily deduced from the professional (newspaper, periodicals etc.) excerpted reviews on the Amazon page, BILLY SUMMERS is very different from the usual horror/science fiction/fantasy that King is so well known for.  This one is a crime thriller about a paid assassin, the eponymous BILLY SUMMERS who is doing one last job before retiring for good at the age of 44.  A highly decorated Gulf War veteran who became a sniper in the Marines, Billy only takes on jobs where the intended target is a really bad guy.  He's still a murderer of course, but his complex moral code, made very clear in the first half of the novel when acting as his undercover identities for several months, he becomes incredibly popular with his new neighbors and their kids.  He's invited to dinners, hosts cookouts and becomes a monopoly legend, while waiting for the signal from his employers that the arrival of the target is imminent.<br /><br />One of the narrative devices that King uses is to have Billy's main false identity be that of a writer.  Eventually Billy decides to do it for real, and starts to write his history, from a horrible childhood through his time in Iraq.  This story within a story (sort of) was one my favorite pieces, as Billy slowly realizes that he is actually quite good at writing.<br /><br />The second half of the short (for King that is, around 520 pages) novel turns into a kind of road trip-buddy-love story that is quite beautiful, suspenseful and unputdownable. Enough synopsis, as the several twists and turns of this crime story that becomes a mystery as to why this target and who is really behind the hit is hidden until very near the end and deserve to be totally unspoiled.<br /><br />There is a brief and repeated callback to one of the creepiest happenings in one of King's most famous and popular novels in there somewhere, but aside from the nods to that older work, there is not the slightest hint of anything of the supernatural or occult, which is one of the reasons that I waited so long to read BILLY SUMMERS  in the first place.  My bad.  This is an outstanding piece of writing and plotting  all the way through.<br /><br />Very Highly Recommended.<br /><br />JM Tepper",5.0,1,2021
well written,"Character-driven teen/preteen story about angels. Christianity is definitely in there, but not pushy, just as the ground of Sheena’s life. Sheena is an interesting person, at once strong for justice and caring about others, while also flawed and human. Her relationships with other kids are also outside the usual mode: she sees the cliques at school very clearly but also feels she shares something with all of them. She has few friends but lots of people she interacts with, and cares a lot for the little boy next door, while also sometimes wishing he’d leave her alone. It’s a more balanced portrayal than most, and her emotions and reactions  feel age-appropriate and right for who she is. The author walks a fine line very skillfully. My one con is the book feels a little slow. The mystery is introduced around the halfway point, which is a little late, and Sheena doesn’t really get much further than understanding there are unusual spiritual forces interested in her. I wish we’d gotten a fuller picture than that of what was happening before breaking for book two. I’ll read another one because I enjoy the author’s portrayal of Sheena, and hope that more happens in the next entry.<br /><br />A very small niggle that has nothing much to do with the story:<br />A Vow of Purity ceremony (a promise by a young girl to stay chaste before marriage, made to her dad) is mentioned early on and I thought, as I always do: “Why don’t evangelical boys take the same Vow of Purity to their moms? Isn’t a boy’s purity expected to be just as much a part of his faith as a girl’s is? And what better way to help remind a boy to respect women than by having him make a vow to his mother?” Doubt it will happen, but I really wish those expectations and promises were more balanced. . .",5.0,1,2021
Beautiful,"I cried from about a quarter of the way through until the end. This story has SO many chords I recognize from my own life or from the lives of people I love - but the thing that gets me the most is always hope. There is so much self-preservation, ambition, strength, and hope in this book, especially for a ""woman of a certain age."" This is a perfect rainy day read with your favorite pet, soft lamp light, and a cup of tea. And don't forget your tissues!",5.0,1,2021
Unfinished,"The way this “book” ends wasn’t planned or thoughtful in any way.  It might as well end mid word and practically does end mid conversation. This reeks of a money grabbing attempt to sell more unfinished books in order to read the whole story. In the future, It would be better to wait until the author finished the book before publishing, we readers can wait.",1.0,0,2021
Like watching a train wreck,"Reading this book was like watching a train wreck. You can’t take your eyes away but you know it’s awful. First of all, who starts a business with only the first months rent, hoping they’ll get enough to pay the second months rent? Plus the author totally misses that you cannot allow dogs to have any chocolate. Poor Scruff would be dead after stealing the large chocolate chip cookie. Oh, yeah and the Mob is afraid of speaking to the police, so our protagonist is an intermediary. Like that’s going to ever happen in real life. The best is that this is such a small tourist town that everyone is in everyone’s business but not only does the police department have their own CSI team but two bumbling detectives driving around in a department issued Mercedes Benz with blackened windows. 🤣🤣🤣 I definitely won’t be reading any more books in this series.",2.0,0,2021
Ups and Downs,"The ""ups"" first.  I always enjoy my visits to Nantucket courtesy of Ms. Hilderbrand. Having been to the island, I can visualize so many of the lovely spots she describes so well.  It truly is a trip to the beach.  I also find her characters engaging and memorable.  Their relationships, also, are complex and cause the readers to immerse themselves in the lives of her creations.  Vivi's family is a joy to meet and to travel with them through the troubles they face following Vivi's death. The major ""down"" for me was the vehicle used to tell the story - the Vivi and Martha thread. It seemed derivative to me, and I almost didn't read the book after the first chapter. But then I persevered and was captivated by the story. Another ""down"" was that everything turned out soooo rosy, and there were few surprises along the way. I still enjoyed my island visit, despite some negatives feelings about the book as a whole.",4.0,1,2021
"some interesting insights , but unnecessarily drawn out","If the book was edited with the safe amount of care that went into editing the preface, this could have been a much more enjoyable read.  Instead, the book jumps around various topics with no clear ""golden thread"" to tie these observations/interpretations.  This lack of narrative arc is made even more painful due to lack of a discussion focusing on ""so what?"" and what exactly is the ""sweet spot"".<br /><br />The premise is well articulated - some chosen types of suffering can lead to pleasure later, life with ""meaning"" is better lived than one of pleasure, and some suffering is necessary to attain higher goals.  The subjectivity in all these statements is self-evident, but the author manages to explain that well.<br /><br />The initial chapters discuss various aspects of happiness/satisfaction/motivation using mostly other studies that have been used in the behavioral economics genre.  Discussion on motivational pluralism is particularly useful.  But the reliance on predominantly Western research and literature (and some of them from late 1800s) becomes very apparent in the discussion on ""opponent-process"" theory.  (Even secular readers of Eastern, particularly Buddhist literature, will be very familiar with the antidotes to various mental hindrances etc.  No reference is made to the Eastern philosophies rather than a few nods to Western interpretations of Zen and a pretty useless joke of a Buddhist vacuum without attachments).  From there, the author jumps to various kinds of fiction, allure of imaginative experiences like porn, effort etc.  While these chapters tend to provide some interesting observations, it takes quite a painful effort to plod through the second half of the book.<br /><br />In the end, a reader will still be searching for the sweet spot and will be not any wiser for knowing how to even find it.  3.5*",3.0,0,2021
"Lots of fun shops and interesting characters, I just love all those dogs they have","I'd recently read the prequel to this book and was eager to get into the series. I really enjoyed hearing about the small town, and along with her friends she already had from San Francisco, Harvey made a lot of new friends among the other businesses in St. Marin's...including a handsome mechanic. I thought it was so sweet of Walter and Stephen to come for the grand opening. They'd already experienced Harvey investigating one murder back in California, so they were super protective of her after this murder, as were Mart and Daniel. The sheriff in the town seems really nice and was very patient with Harvey. I like that he never yelled at her or made her feel that her info wasn't appreciated.<br /><br />I think I realized whodunit just about when Harvey did, but you know how cozies usually go when the sleuth names the killer, so I wasn't quite sure I believed her. But without anyone else in mind, I went with it to see how it played out. That was some showdown, gotta love that sweet dog Mayhem. And I did just love that so many people in town had dogs that Harvey welcomed into the store or Mayhem enjoyed visiting with, especially Taco ;) I'm sure as the series progresses, readers will get to know the different shopkeepers even better.",5.0,1,2021
Too ridiculous for most readers over 15,"Oh my, what a silly story..The plot is contrived, the characters so fake.  Everyone is a caricature of a human.  And Ben’s early life and how he was treated by everyone, except his adopted parents, is too much to be believed. There is so much preaching, fake sounding conversations and women who are all angels in their relationships with so many bad boys.  The character of Ben’s father actually comes off as comical instead of threatening.<br /><br />There is just too much wrong with this book<br /> to be right,<br />so I shall end<br />and say GoodNight.",1.0,0,2021
Iain McGilchrist is a treasure of mankind.,"A man who dedicated his entire life to pursuing the truth, philosophy, and combined these ideas with science and research. The wisdom inside of this books is profound and everlasting. I look forward to slowly reading and internalizing all the truths that Dr. McGilchrist reveals to the world over time...",5.0,1,2021
Disappointing addition to the series,"This is my favorite author and series and it is painful to review this latest addition to the series by describing it as ""disappointing.""  Unfortunately, that is the most accurate word I can find.  COVID made an appearance early in the book which was depressing.  The murder and murder suspects were unpleasant, and also uninteresting.  The long-time supporting characters barely made an appearance, which has been an ongoing issue.  The richness and warmth that has been present in many books in this series are missing.  This book is bleak.",1.0,0,2021
Clear Plans,Very well written with precise instructions that can be easily followed.<br /><br />I'm looking forward to testing the techniques.  I'll be reading the author's other books.,5.0,1,2021
