title,text,rating,sentiment,review_year
Two stars for the snort I got from the descriptor about his anatomy...,"His Fated Mate falls from the Stars and lands at his feet. She looks up and there are his nuts, the size of tennis balls. The dinosaur lizard chases them. His village was mostly killed off by a virus the Earth Federation baddies introduced to the planet because there are resources there they want but they don't want the locals. His brother may, or may not be cured, by whatever vague medicine type stuff she has in her pod. Declares himself her Master/Alpha/FM whatever, tosses her in his dungeon, all the while being overwhelming aroused by her delicate scent.<br />And that was just his side of the melodrama. She was a hot mess, train wreck all on her own.<br /><br />If you want to know more you are going to have to pony up the .99<br />I could not read one more cliche.<br /><br />Who knows...there might have been some other tennis ball sized gems in there but I wasn't willing to look for them.",2.0,0,2020
Romance at its best!,"Connor and Ellie are in every sense of the word soulmates. Their story is one of heartache and healing. Connor is back home dealing with the mess his father left and Ellie is trying her best to survive until she can get away. Reading as their story unfolded had me crying, angry, laughing, and swooning - in true Corinne Michaels fashion.<br />I love when a book can break me down and then put me back together, and Corinne Michaels is a pro at accomplishing this. The cameos by other characters were wonderful and getting to know the Arrowood brothers better is something I so look forward to. This book is an emotional rollercoaster ride and I love, love, love everything about it!",5.0,1,2020
I Didn't Finish,"After trying a few times to read this book, I gave up.<br />The female character curses. Thankfully it just said she cursed and didn’t give the words. I could understand her doing it because of her lifestyle and such. Then the guy curses. Okay, wait a minute. He’s a totally different person in a different situation. Why is he cursing?<br />Then the guy lies to the female about his job. And he keeps on lying until someone bluntly tells her the truth.<br />We also have the female getting a fake ID card so the bad guy couldn’t find her when she ran away. Huh? She owns a car. If she got pulled over by the police and showed a fake ID that didn’t match the owner of the car, she’d be in big trouble. Oh, and the bad guy already knows what her car looks like and the license plate number, but she doesn’t change them. Huh?<br />After that I was done.",1.0,0,2020
Ugh,"Another favorite author bites the dust. The hero, who has no money, gives guineas  to urchins as a tip. The characters walk to Bond street because it is only two miles.The language and behaviors are not consistent with the regency period. I found the writing very choppy and the sex scenes were not appealing. Either my understanding of what a good book reads like, or this really is as bad as I think it is.",1.0,0,2020
Historical fiction,"Born in the Purple, by Dora Ilieva is a historical fiction novel set around the 11th century A.D. The story mostly follows the character Anna, the daughter of Emperor Alexios. She is introduced as a young girl and the story follows through her adult life. There are exciting parts of the story where the action is fluid and dramatic. We learn of betrayals, of lust, of conquest. Parts of the story are reminiscent of life in a royal court. However, the writing also lacks in the sudden time gaps that arise, removing any tension or suspense built up to that point. Then suddenly we are taken back in time, or forward in time, where the events are explained, or told, instead of shown. This removes the feeling of closeness with the characters, making it difficult to empathize with their situations. There are some “head hopping” scenes where the point of view shifts as well. Overall, however, an interesting tale taken from the annals of history.",3.0,0,2020
Disappointed at the end,"The closer to the conclusion I read, the story became too complicated in terms of the connections with characters. This complication was distracting and almost “silly”.  I will try one more by this author but if it follows the same direction that will be the end for me.",1.0,0,2020
Horrible,"If I could have given this a zero, I would have. Don’t waste your time or the space on your device to download this miserable and misleading word salad marked as “a book.”",1.0,0,2020
"James Ellroy says ""Doom is fun,"" and he's RIGHT!","Too bad the last story in this anthology was kind of a dud, because almost without exception, all the other nearly 40 tales (this is a BIG slug of fiction) are top-notch—better even than I expected. And I expected a lot, given the reputations of the editors. This book must have been a labor of love, because not only have Penzler and Ellroy combed through what must have been zillions of contenders to find the very best of the best, they have each written powerful front pieces (don't skip them!), and they provide meaty mini-bios for each of the featured authors, suggesting numerous other novels & story collections I plan to check out. I knew I was a crime buff, but little did I know how very much I like literary noir. I was pleasantly surprised, for one thing, that this fiction doesn't feel depressing to me. As I read along, James Ellroy's words, from his foreword/intro, kept echoing in my mind: ""Doom is fun... Doom is fun."" One suggestion: if you can make yourself do it, read all of these through in chronological order, because as the decades go by, each author is learning from his or her predecessors. It's fascinating to see the influences unfurl and blossom.",5.0,1,2020
thanksss,"On the advice of my father, I boudght this book. What can I say about it, I liked it already on the first pages, good recipes for cooking and many things I learned for myself. I think that it is worthy of 5 stars. thanksss",5.0,1,2020
Boarding up my doors and windows...,"Just kidding, but this book does make one's blood run cold. I'm only 30% into it, and read 70% fiction/30% non-fiction, but I can't put this one down. I strained a bit to follow the mechanics of virus section, but that's just me...the authors have made it as accessible as possible, I think, considering the complexity of the subject matter. One thing is perfectly clear; we are pathetically vulnerable. The descriptions of government efforts to be prepared for a pandemic are depressingly familiar to anyone who's long observed bureaucracy at work. This book cries out for an unabridged audio version. I would buy it again in a heartbeat if available. I annotate all of my Kindle books extensively, then export my highlights and notes to Excel and PDF when I'm done for quick reference and review. I'm sure I'll be re-reading this book again in a month or so, but an audio version would be a blessing.",5.0,1,2020
Loved this book!,"I love SEP's books. This one is no exception. Tess is a complicated, hot mess. Ian is a complicated, hot mess. Several people in this book are hot messes. No one does hot  mess characters better than SEP. Tess is a widow still trying to get past her husband dying. She is a nurse midwife who is not sure she can continue doing the work she loves. She moves to a tiny town in Eastern Tennessee to a cabin outside of town to try to pull herself together. Her nearest neighbor is Ian, a famous artist who has lost his muse and moved into an old schoolhouse near Tess's cabin. He was raised by an abusive father and neglectful mother and still has the scars from that. There's a preemie baby, hostile townspeople, survivalist neighbors, confused teenagers, confused adults. Susan pulls it all together into a fabulous story that has two wounded people healing those wounds and people you don't like too much becoming people that you come to care about. A great story filled with humor, angst and growth.",5.0,1,2020
Loved it,My kind of story. Everything about this book has the gadgets and the concepts I love reading about and imagining using or seeing. The Cube invoked all sorts of thoughts as to what it could conceivably do. It needs a follow-up story about its beginnings and the race that built it.,5.0,1,2020
Glad it was free!,I really tried to get into this story but just could not do it.  I was going to quit after reading 15% but pushed on thinking that something might get me involved with the story.  At 23% I had to give up.  Boring and too much filler.,1.0,0,2020
"Interesting Start, but the world building had major issues","So, another ""epic"" series that I started recently.  This one has a teenage boy basically purchased from his family 8 years before when he tested for some strange magical blood.  Now, he's about at the age where the blood is ""harvested"" which would kill him.<br /><br />Of course, this story has all sorts of secrets and plots and twists, which are designed to make people want to know more.  Sadly, for me the world building had so many issues that the story felt tilted.<br /><br />First, the ""tributes"" are kept in a massive valley with 10 guards for every tribute.  Now, I'll admit to being a bit overly critical of unrealistic worlds at times, and this is one.  For those who don't know Rome at the height of its slave taking never had a ratio as high as 1 guard per slave, which is part of why there were multiple slave revolts in the century before Julius Caesar rose to power.  Slaves were always more common than guards.  Now yes, the Tributes are valuable if they live to reach their Harvest, but that would mean that they would be kept in a smaller area and not abused as was happening here.  There should have been more ""menders"" and other menials to help with food and clothing production, but the tributes were kept as extremely abused slaves.<br /><br />Second, the size of the enclosure was measured in miles and days of travel, but the slaves were not always escorted when sent to the far settlement.  Think about that.  Slave, allowed to walk for miles without guard or escort.  But they don't escape?  Or hide?  Or die?  Yeah, that's what I thought too.<br /><br />And the guards, guarding something the nobles pay very high prices for, are not gentle with their charges.  Again, think about that.  Bruises might not ruin the harvest, but it would mean that you get weaker subjects with less available blood.  And you'd probably have a death count that would be noticable.  So do you really think that the guards wouldn't be watched to ensure that abuse of tributes did not happen?  yeah, I had another question about the plotting here.<br /><br />In the end there are a lot of ""well, I can't agree with the author's thoughts here."" moments.  The world was just not designed to make sense to someone who's read too many stories and also knows enough about historical societies to accept that this world is possible.  And when you don't think the world is possible, the rest of the story doesn't work all taht well.<br /><br />It was interesting, but it just has a few quirks that left me thinking ""it should have been a lot better"" so I give it 3 stars.",3.0,0,2020
Fabulous book!,"Please pay no attention to the negative reviews about this book.  The book is fantastic - spooky and chilling!  I read it in one sitting, and I highly recommend it.  Give it a chance. I loved it!",5.0,1,2020
"Good story, but...","I was able to get this book for free through a Kindle ad. I love the story. I’m currently on Chapter 10 and can hardly put it down, but there are several things that bother me regarding the writing. There are tons of commas where there don’t need to be any, as well as missing commas where there should be, and the author seems to use certain words and phrases to make it sound like she’s  more intelligent, but they’re either the incorrect words or the phrases just don’t work. One example on words and phrases is in Chapter 9 when the detective gets a call from the assisted living complex his mother is staying. The manager says, “‘Oh, thank you. I certainly don’t want to upset her. She’s interjected such life here,’” “Interjected” means to say something abruptly, especially as an aside or interruption. I think the word she should have used is “injected”.  Just after that, it says that the detective “rang off.” This is not the correct phrase to use. That would be “hung up.”<br /><br />I know it seems like I’m nitpicking, but proper grammar, use of words and phrases, and punctuation are very important, especially for an author. This is why I can only give 3 stars.<br /><br />UPDATE: the further I get in the book, the worse the mistakes get, such as quotations in the wrong places and periods being used instead of commas. I’m not sure what to make of Dale Mayer as an author at this point. Probably won’t actually buy anymore of her books.",3.0,0,2020
Divisive trash,Divisive trash,1.0,0,2020
This book made me crazy!!!,I thought my mind had ‘lost it’ because of the coronavirus! I just could not figure this book out. It jumped from one character to the other and one name to the other and one wife to the other woman. I couldn’t figure out who the wife was and who the other woman was. I thought I was losing my mind Dash I am 72 years old and I was reading this for a book club. Thank God I read the other bad reviews Because now I know I’m sane! I can throw my Kindle in the trash or just delete the book and all I have to deal with now is the Coronavirus. That’s not as difficult as the book and I am not kidding! Don’t buy unless you want to make a map and write peoples names down so you can figure this book out. It was exhausting to read and I had to keep going back-and-forth to figure out who the writer was talking about. Such confusion. The writer must have been drinking when they wrote the book.,1.0,0,2020
Bummer,"I was very much into the story until I ran into a strong slang word,  then not long after, at about the halfway point in the story, I ran into a cuss word. I don't read stories with bad language so I quit reading. I did go to the very end of the story and was quite surprised there wasn't a HEA  ending.",3.0,0,2020
Wow!,"I bought all 3 series. For 0.49 each!!! How can you go wrong. So many of my favorite authors (H.P.Lovecraft!). Have not read them yet but just quickly browsed. Someone commented that it was difficult to navigate to whatever author/story you wanted due to this being so HUGE. Unless they did an upgrade, this is not true at all. Each Author has a link and each story a link. Very easy.<br />This is fantastic and feel like if I had all these books (so many!!) in a real library, I would have the greatest library of classic books ever (I wish I had such a library!). Now I need the same format/collection of spiritual books and I'll never leave my big comfy chair and fireplace....oh and a hot cup of tea.",5.0,1,2020
Breaks Down The Pieces of Landscape Painting,"I've been painting with watercolors for just over six months, using a couple of books, skillshare classes, and youtube tutorials.  During this time I've identified that I like a loose watercolor painting style.  I love the outdoors, but most landscapes seemed too hard.  I've worked through about half of this book now, and am learning so much!  It is my favorite of the resources I've used so far!  I really like that it is broken down into different pieces of the landscape to focus on, so the first projects focus on the sky, then the mountains and so on.  In each section the projects get more complex, but they also review skills from the previous sections and put them together in new combinations.  For example, in the mountains photo I attached, there is a previous project in the sky section where you learn to do a similar color gradiant (which itself built on the monochrome gradient shown in the other photo).  In a project after the mountain one, you do similar shapes.  So I feel like I am actually learning skills in a somewhat systematic way instead of gleaning things from various youtube tutorials.  I think by the end, I'll be much better at taking my own inspiration photo or scene and figuring out how to paint it.  I wasn't an absolute beginner when I started using this book, and I think I would have needed a little bit more practice than just jumping into these projects at the beginning (but you never know, maybe it would have worked).  If you want to learn to paint loose watercolor landscapes, I highly recommend this book!",5.0,1,2020
Two Boys in One,"In 1919, a 12-year-old Irish boy named Shan Keagan sets sail for the United States in search of his long-lost American sailor/father.  After his mother died, Shan had been left in the care of his uncle, who accompanied him on the voyage, but who unfortunately died just as the ship pulled into New York. In order to make it past customs without being turned over to an orphanage, Shan pleads with an Italian family to pretend he is with them. When they agree, Shan's identity becomes Tommy Capello. The pretense was  intended to be a temporary measure, but Shan/Tommy becomes an integral part of the family. He bonds with the family's son and daughter as if they are real siblings. He builds an especially close relationship with older  ""brother"" Nick.  The Capellos are a hard-working family, so Shan is expected to contribute to the household income.  At first he uses his extraordinary vaudeville skills of singing, telling funny stories and performing impressions at a night club, but the family decides that a speak easy is no place for a young man, so he joins Mr. Capello in the plumbing business.<br /><br />An early part of the story follows Shan and his adoptive family for four years. Author Kristina McMorris paints an enjoyable tableau of family life for the working-class Italian immigrants. While they are usually happy, events occur which alienate Nick from the rest of the family, especially from his father and Shan.  Then the action skips to 1935.  In a classic case of ""wrong place. wrong time,"" Shan unwittingly gets involved in a bank robbery and ends up at the infamous prison of Alcatraz. He struggles just to get by and serve his time. His singing talents are discovered, and he is asked by the warden to perform at special occasions for important outside visitors, such as congressmen. Shan becomes a trusted prisoner, who is allowed to work at the warden's garden house. There he surreptitiously and dangerously befriends a young daughter of a prison guard.<br /><br />Shan begins to receive strange, coded messages that could be interpreted to imply that he will be the subject of a prison break, which is the last thing he wants to do. The punishment for such a move could be death (shot on sight) or solitary confinement in the dark, cold dungeons with only bread and water. Extra time would be added to his sentence, and all privileges would be removed. The rest of the book deals with the mystery behind the messages. There were some major surprises, which I dare not reveal in a review.<br /><br />I admire the research Kristina McMorris did to make this story sound real whether the setting was Ireland, New York, or Alcatraz. I gained an appreciation for the immigrant experience and learned a lot I didn't know about the plight of prisoners on Alcatraz Island. It is a very satisfying read, which I highly recommend.",5.0,1,2020
The magic isn't there,"Man (Professor who's a middle aged hunk), takes a group of 12 college age girls into a cave on a underwater archeology expedition and ends up discovering that the cave has a magical portal to a Lost World.<br /><br />Well, Lost World tales aren't new.  Harem tales aren't new.  Dumb MCs (who should be reasonably smart) aren't new.<br /><br />Ok, let's admit it, nothing about this tale is ""new"".  It's pieced together from other plots and in many cases the derivative nature of the writing is rather oppressive.<br /><br />And yet, I have to admit that I did not dislike the story.  It's just that it wasn't magical.  I've read better tales about people in a primitive society trying to survive.  And while I have to admit that harem tales can be fun, I've pointed out in other reviews that many seem to rely on having a main character who just might be able to win a game of chess..... played against a rock.... if they had the advantage of the rock accepting a handicap.  This MC isn't quite that bad, but he's passive far too often.<br /><br />So I will call this one 3 star.  Its fun, its interesting, but it isn't magical.  Its another solid effort to add to the genre, without being anything more than that.",3.0,0,2020
Biblical and Love for America,I’ve just started reading as I just bought it but am impressed by the scripture and so far the love of our country being evident. My husband like to read end times and I know this is fiction but if you know your Bible it makes it even more interesting. I know I’ll have a hard time getting anything done for a couple days as when I start these I can’t put them down.,5.0,1,2020
Great Book,This should be mandatory reading for anyone who proclaims themselves a Christian.,5.0,1,2020
LONG SLOG TO GET TO ANY ELEPHANT STORY,"I'm an ""elephant-a-holic"" and was so delighted to see this book.  Now, I don't think I can make myself finish it. I am just shocked to read the many 5-star reviews. My experience is that it was way too long on details that don't need that type of examination (how long can one talk about building a fence, and finding scat?).<br /><br />Are there some magical elephant moments?  Certainly.  But you have to slog through a lot of poorly written, self absorbed stories to get to those rare moments.  And many of the stories were so puffed up with self importance at the risk and disregard of others  -- only the author's purpose seemed to hold any import.<br /><br />Example:  The author was out with two young rangers and is charged by a elephant.  He tells the young men to stand their ground.  They, amazingly, do. The elephant pulls away at the last moment, but turns and begins to charge again, and again the author tells these men to stand.  They are fearful and scamper up a nearby tree.  To ""teach them"" he leaves them in the tree after describing a group of honey badgers arriving on the scene, and according to the author, the badgers have ""pickaxe teeth and a bear trap death grip.""<br /><br />He drives off!  He leaves them with no way to get back to the reserve but by foot. He is proud of himself for making them have to deal with this situation as punishment.  Hours later when they arrive at his home he thinks, ""They have learned their lesson.""  And what is that lesson?  To do whatever you say even when they fear their life is in danger?<br />The machismo and arrogance of believing it's your choice to decide if someone wants to risk their life or not because YOU tell them to was to me, so disgusting, that I lost any respect for the author.<br /><br />And that was an ""exciting"" part.  Lots, and lots, and lots of tedious details.  So disappointing.",1.0,0,2020
A Great Book if you're looking for reasons to hate yourself,"This is basically a user's manual for why racism against white people is okay, and why you should hate yourself for immutable characteristics you can't control. It serves as yet another cornerstone in the mainstream anti-white narrative. This could be the holy book to the progressive religion. White skin is your original sin, and no amount of penance can save you. You must give up your resources and status to someone else, because you were born with the same color of skin as the people who ended slavery globally and brought democracy and common law to the globe. Meanwhile, the rest of the world lives in actual extremely xenophobic ethnostates, but it is the white man, with their diverse, tolerant societies, that must be brought to task for the crimes of their ancestors. Meanwhile, in Libya and Saudi Arabia and most of Africa, Slavery still exists, women are still brutally oppressed, and dogmatic theology tramples civil liberties underfoot. Just another exercise in raw ideology from morally bankrupt grievance grifters.",1.0,0,2020
"This is a draft, not a finished book. Just like the last 3","This book reads like a 3rd or 4th draft, not a final copy. Just like the last few, it's full of sentence-fragments, ""your"" used instead of ""you're,"" people say things like ""if I need to going out again,"" people who know things they shouldn't know because the author forgot to include the part of the story where they learn them, etc.<br /><br />Inexcusably, there are several places in this installment where the sloppiness totally derails the plot. For instance, in one place Clyde is given a quest to go find 2 things. Then, a few pages later, he says it's 3 things. One of those things he acquired 100 pages earlier but he says he's never heard of it. Then, later, it's 2 things again. This is ""explained"" later but poorly, and still no explanation for why he doesn't remember the item he already has is given. In another part of the book he reads his character sheet and has a spell he hasn't learned yet. A few pages later he learns it. He checks his sheet and he knows a language he hasn't heard yet. 50 pages later he learns it. This is just simple simple stuff that isn't being checked. The book was not edited or proofread at all. Obviously scenes were moved from one part of the book to another with zero effort to reconcile them to their new place.<br /><br />On top of that, once again Clyde gets in a ton of fights and is never even scratched. He's level 9 and in the most dangerous place around, and nothing ever hurts him. He barely has any HP and it doesn't matter at all. In the couple of places where he's attacked, there is no ""LitRPG"" left. We're given no damage totals, no ""you have this much HP left,"" no nothing. Someone just stabs him and he goes ""oh that was bad"" and he's fine. It's ridiculous. No one ever levels up either. Or talks about leveling up. Or talks about how they'll apply their points. Other than the bare minimum of conversation about the character sheet, this has nothing to do with LitRPG anymore.<br /><br />The deaths of certain characters are treated like a joke, and Clyde saves multiple people who just go ""thanks"" and never talk to him again, even though they're 100 feet from him for the rest of the book. Not believable and makes zero sense. Clyde is given numerous summoning items and spells and every time he runs into a bad situation, he refuses to use them. Why? No reason given. Clyde comes up with ""plans"" like ""I have to find 1500lbs of Item Y. I found out where it is now, so I'll just go get it by myself"". How is he planning to transport 1500lbs of Item Y? Why would he bother to figure that out? Then of course when he does it, no one is surprised. Everyone just says ""yeah makes sense you could do that"" when it makes zero sense.<br /><br />Gloomguard is built underground and we're told over and over again that there are tunneling creatures galore in the area but it apparently has no defenses against such creatures. Every single character is a smart aleck, and every single one of them thinks Clyde is funny. There is no variation at all to any of the conversations, you're basically listening to Clyde talk to identical NPCs for the entire book. Every few chapters someone pops up and literally says ""I live in Z country and I hope I see you there one day!"" and it's just an idea stub for Ugland to eventually turn into a book and it's not even disguised as anything.<br /><br />Clyde keeps saying over and over again that he can't sleep, that he's losing control, etc and then he sleeps and loses control anyway and everyone just shrugs. No one makes any effort at all to keep him awake, ever. Even though such a way exists and was used heavily in the previous book. It's bizarre. In another place, Clyde is specifically told ""you will die unless you go and get Item X before you go into this cave"". Clyde then proceeds not to get Item X, no one ever mentions it again, and everything is fine.<br /><br />Two minor characters make a bet on Clyde being able to complete a quest and one of them lends him an item to help. He completes it and the whole thing is never mentioned again. Does he return the item? Is there an interesting convo about how the one person won the bet? No, of course not. Why would there be?<br /><br />The same minor characters keep popping up and hinting darkly about things. Over and over. Do those things ever happen? No, of course not. Why would they? So we have about 20 convo's that go nowhere. And a bunch of characters that serve no purpose except to have convo's that go nowhere. Why? Who knows. A minor character gets mad at Clyde and refuses to help him for no apparent reason. Does Clyde wonder why? No, of course not.<br /><br />Again, like the last couple of books, Clyde has become too similar to Montana. He doesn't think anything through, he never plans, he is careless with his allies, he doesn't care about anything, he is dull as ditchwater, and he just wins every fight by relying on the same move that he uses every time. It's boring. Both characters are essentially sexless in a way that is not believable in the least and after awhile you would think other characters would say ""hey, have you ever noticed how women throw themselves at this guy daily and he never takes them up on it?"" but they never do.<br /><br />It's extremely bad story telling to have a character just say ""you need to go get 5 clams to save the princess"" and then have the hero take a 90 degree turn and start a different quest, forgetting all about the princess. But those are the kinds of things that both of these characters do regularly. Neither of them has any respect for or desire for money, doing ridiculous things like trading 40 mil in gold for an extra dagger that they proceed to never use. Makes zero sense. They spend hours obsessing about the people of the world that they wish they could help and never seem to connect the dots and realize the money they're constantly wasting would help alot. It's very silly.<br /><br />On top of that, this entire installment is just a list of fetch quests that are all accomplished in a couple of hours. The hero has to go kill a monster, he does so and comes back in an afternoon. He has to go in the maze, he goes and comes back in an afternoon. He has to get someone to sponsor him for something, it takes 5 min. In one place he's given a quest that he's told will take 2 days but then he finds a short cut and does it in an afternoon. Riveting stuff. It's like the most boring part of every RPG you've ever played. He goes to the most dangerous place on the continent and spends the whole time picking berries and doing chores for people.<br /><br />The one bright spot is that the plot actually does advance for once. The counter balance to that is that most of the advancement is extremely heavy hinting that's aimed at the Good Guys series, not this one. So why are we all reading this one? I can't figure it out and apparently Ugland just intends for it to be some kind of footnote to his main set of books.<br /><br />Right before the climactic battle at the end, there is a situation which literally requires Clyde to stay in the town while everyone else fights. Requires it. Does Clyde stay in town? No, of course not. This is not a small encounter, it's the entire point of the book and Ugland just treats it as an afterthought. Like ""yeah yeah we already know it's going to be fine, don't worry.""<br /><br />The party does not really help Clyde do anything in this book and some members of the party never leave the hotel room for the entire length of the novel. It's mostly just him solo-ing everything, or teaming up with people who are not in his party while his party waits for him back at the room. Makes zero sense.<br /><br />The humor is missing too, which is a real shame. All we get this time out is a couple of dick jokes.<br /><br />This book is not well-plotted and it certainly is not well-written. I don't even think I would really call it finished. I would not pay money for another Eric Ugland book, ever, unless he decides to stop doing them paint-by-number and dumping them every 2 months and instead actually starts writing them again. As it is, they are a total waste of time and not enjoyable at all.",2.0,0,2020
Author has talent.,I almost gave it 4 stars but just felt like this author tried too hard to make Winter a real tough girl with a tender heart. But most of my reservation about recommending this book is the unnecessary foul language. It may be realistic in that world but I don't want to read it. F bombs are simply low class & unnecessary.,3.0,0,2020
Not for me,"This was a very painful read but I did finish it. The mistakes in this book are glaring and plentiful! I checked and the author claims this book was edited and proof read, no way was it a professional, had to be a friend. A couple mistakes I can ignore but the quantity of errors in this book prove it was not professionally proofed. The one that really had my teeth grinding was how old is the main character? Who knows since we are given 29, 34, 10 yrs older than another character, and mid thirties? Are we supposed to choose which age we prefer?  No one caught that mistake before this was uploaded? Next problem I had was it was extremely difficult to figure out which character was which at times. Each chapter start has a character name which indicates whose thoughts we are reading however  it still got so confusing the frustration level was near Kindle breaking. Then we get to the first ""real"" sex scene which was so unbelievable I wanted to scream. This scene needed prep, for the reader and Quellcrist (what a stupid name). I think the ""acting"" sex scenes were more believable. Last problem for me was the story had so much build up and then BOOM all loose ends tied up in a neat little bow in like 10 pages? What! It was end of the world over for both guys, to the point one may have been suicidal but after 1 night apart and a couple kisses both could live perfectly happy as things now were? Including an implied coming out? I think not.",2.0,0,2020
Misses the Mark,"I was excited to request a review copy of this book from the publisher, as I have done quite a bit of research on sexism in the workplace, especially in the realm of academia and the arts.<br /><br />This book is mistitled: it should read ""Diversity in the California Tech Workplace."" The vast vast majority of interviews were of California-based tech employees, and others were tech employees with unspecified work locations. There were a few interviews of people in other careers, but they were few and far between.  Even the reference section included majority-tech podcasts. This all would have been fine if the book had been titled correctly.<br /><br />The section on ageism in the workplace only covered youth-based ageism, and didn't have any nontraditional second-career employee or person entering the workplace or switching jobs over the age of 40, 45, 50, 55, or 60. Though I know young people can be condescended to on the job, that doesn't compare with the near-impossibility of people near retirement age finding a new position when faced with unemployment. It also doesn't compare with the growing sense of irrelevance and difficulty in navigating the career workplace after 40, especially for women who were more family-focused in younger life. These issues weren't even covered, so the ""ageism"" section was particularly odious, to me.<br /><br />In the religious discrimination section, three of the five interviews were of Christians...the least-discriminated-against religious group in this country. No one of pagan or Buddhist backgrounds were covered. In the gender category, two interviewees disparaged white women and white feminism, but there was no voice from a straight white woman to discuss the diversity of being in a male-dominated field while being aware of her own privilege. There wasn't a section on size discrimination, or even a story about being fat in the workplace. California has a huge fat activism community, especially in tech!<br /><br />Finally, there was a dearth of information about diversity in workplaces elsewhere in the US. How can one truly describe diversity in the most liberal place in the nation without getting a good viewpoint of those who work in other fields throughout the nation. What about the Midwest? The South? The East Coast? I have lived all over the country, and can say clearly that biases have different ramifications and contexts in Nebraska, Illinois, Maine, or New Mexico. This was a short book, but also seems put together without a breadth of career paths and topics. The tech industry seems far removed from most industries in this country.",2.0,0,2020
First Time...Last Time,"I am totally confused as to how this book achieved so many positive ratings.  I finished it hoping for some element at the end to explain why the plot was shallow, the characters were shallow and the dialogue so repetitive and wooden.<br /><br />I'm sorry but I guess the $6.99 I paid for this is the cost of finding an author to avoid in the future.  Wish I could get the time back.  It happens.",1.0,0,2020
I can't stop reading this book,I grew up in Brooklyn and enjoyed his tales of the old neighborhood. Innocent until proven guilty. It's good to hear his side of the story.,5.0,1,2020
Horror movie “logic” or magical realism?,"The Newbery Award medal and I have a strained relationship. When I was in elementary school, the badge was a sign of “this is probably a pretty good book.” Then, starting with The Planet of Junior Brown, the Newbery gilt lost my trust with a spate of depressing, weird-but-not-in-a-good-way books exploring “realistic” themes of mental-health issues, family breakdown, abuse, etc., etc., ad nauseam. Nope, I didn’t need more trauma and sadness in my life, even as a sixth-grader. So I went on to Katherine Kurtz, Robert Heinlein (the “juvenile” stories) and Andre Norton. Since then, I’ve occasionally dipped back into the medaled shelf, with variable success.<br /><br />Scary Stories for Young Foxes earned glowing reviews, and seemed like a good bet, in a watered-down Watership Down kind of way. It wasn’t a good bet--but it wasn’t as bad as some servings of Newbery have been. The main problem for me was its immersion in horror-story (lack of) logic. Instead of recognizable animal behavior, a realistic setting, and a sequence of events that made internal sense, Mr. Heidicker went all-in on the Spielbergian “whatever makes this scarier, let’s do that.” Even the physical setting wasn’t clear--in the same environment, we have peaches, centipedes, alligators, blizzards, and a bloodthirsty Beatrix Potter (who spent her life in England, where alligators do not, as a rule, infest small swamps). The action of the story includes equally unnatural elements: Snipping a bit of a fox’s fur lets her understand human speech. Rabies can drive a fox mad an instant after an infected bite, and kill a kit a few minutes later, but also last for months and bleach a fox’s fur and scent into blank whiteness. A dog fox’s territory-marking scent can stupefy and pacify two vixens so much that they seem to be drugged--but lasts only as long as is convenient for the story. And the primary villain is not only a psychopath, charming and savage by whim, but virtually unkillable, returning from the “dead” again and again, a veritable vulpine Terminator. And how long is all this taking? Months? Years? Those weird elements would make more sense if the whole story incorporated dream- or fairy-tale logic, or if there were more frequent magical-realist touches that built up an internally consistent world. Those elements bothered me so much that I couldn’t settle in and enjoy the story/ies.<br /><br />There were good things about the book. The two protagonists, Mia and Uly, are appealing and have distinct voices, and while Uly’s transformation from scaredy fox to confident hero is abrupt, it was nice to see that version of him. The stores are scary, but not too much so for the intended audience. The writing is crisp, clear, and very well done. I’m almost tempted to try another of Mr. Heidicker’s books, one without that treacherous Newbery embossing…",3.0,0,2020
Not much of anything,At 50% I was thinking nothing happened. I was completely bored by her parents. They weren't funny - just annoying and interfering and then suddenly they leave.  I never saw any closeness or love and sharing with her parents. Why were they in the book? They didn't further along the plot. They were just filler.  The dad with his fart blanket and liking/wanting  to be naked like everyone else - why should he care if his adult daughter is in the room? The mom with her silly matchmaking.  Felt like just a bunch of random stuff put together to make a book.  Even the perfect date felt tossed in.  I give 2 stars since I read it - but even the big battle felt like nothing. Also I give 2 stars since I typically love this author.  Maybe I need to give up on this series.  I'm also not buying into the reason for main characters to stay apart.  Manufactured tension?  I do recommend this author and this book had many 5 star reviews.  I just didn't find it funny.  And I didn't feel the tension between characters.  Maybe because I couldn't buy into the reason for staying apart.  The learning magic was glossed over except to say how fast she was at learning it. I like to see the growth - not just be told she is amazing.  I almost gave 3 stars just because I like the author even though I didn't like this book.  Wish I could review the book one way and the author another way.  this book is not good; this author is one I happily read!,2.0,0,2020
Disappointing!,"I bought this book because of the blurb about it being gripping. It wasn't. The other error in my view was the author(male) writing the story from a female's point of view. Very few people write from the opposite sex's perspective successfully. There were further inconsistencies with the story- after waking up from a six-month coma, the lead character is released 10 days later from hospital. I also questioned the weird relationship Hannah had with her mother but what annoyed me most was how predictable the story was. 10% in on my kindle and I had worked out the 'big twist'.<br />I also found the ending silly. 2 and a half stars.",2.0,0,2020
